,corpusID,character,animacy,coref_chain,chain_head,head_of_head,chain_len,CL,SS,NER,WN,DP,TP,CN,TF,YK_SC
30,Novel1,1,1,"[' aunt Belinda ', ' She ', ' her ', ' She ', ' she ', ' aunt Belinda ', ' Miss Belinda ', ' Aunt Belinda ', ' her ', ' she ', ' Miss Belinda ', ' Miss Belinda ', ' I ', ' Miss Belinda ', ' Miss Belinda ', ' Belinda ', ' my ', ' Miss Belinda ', ' she ', ' Miss Belinda , following her closely ', ' Miss Belinda ', ' Belinda ', ' her ', ' her ', ' her ', ' Miss Belinda ', ' her ', ' Belinda ', ' she ', ' Miss Belinda ', ' her ', ' Miss Belinda ', ' Belinda ']", aunt Belinda ,Belinda,33,3.4512321705219335,1.0,1.0,0.0,1.0,0.0,0.0,0.006337709370755998,100.0
31,Novel1,0,1,[' you '], you ,you,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
32,Novel1,0,1,"[' You ', ' You ', ' they ']", You ,You,3,-0.2314565153730431,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
33,Novel1,0,0,"[' a delighted excitement in her eyes , puzzling him ']"," a delighted excitement in her eyes , puzzling him ",him,1,-0.4769690944327082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
34,Novel1,0,1,[' him '], him ,him,1,-0.4769690944327082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
35,Novel1,0,1,[' your '], your ,your,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
36,Novel1,1,1,"[' Martin ', ' I ', ' I ', ' my ', ' poor Martin ', ' Mr. Martin Bassett ', ' Martin Bassett ', ' Martin ', ' Martin Bassett ', ' he ', ' Martin ', ' he ']", Martin ,Martin,12,0.87335009039545,1.0,1.0,1.0,0.0,1.0,0.0,0.002716161158895428,100.0
37,Novel1,0,0,"[' a pity that Martin should come , and find you tired ']"," a pity that Martin should come , and find you tired ",tired,1,-0.4769690944327082,1.0,0.0,0.0,0.0,0.0,0.0,0.0018107741059302852,100.0
38,Novel1,0,0,[' fond of him '], fond of him ,him,1,-0.4769690944327082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
39,Novel1,0,0,[' They '], They ,They,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
40,Novel1,0,0,"[' an arbor ', ' the arbor before him ']", an arbor ,arbor,2,-0.35421280490287566,0.0,0.0,0.0,0.0,0.0,0.0,0.0009053870529651426,100.0
41,Novel1,0,0,"[' Both of them ', ' they ', ' they ', ' they ', ' here -- already ', ' They ']", Both of them ,them,6,0.1368123532164546,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
42,Novel1,0,0,[' them '], them ,them,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
43,Novel1,0,1,[' you '], you ,you,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
44,Novel1,0,0,[' a bar of sunlight '], a bar of sunlight ,sunlight,1,-0.4769690944327082,1.0,0.0,0.0,1.0,0.0,0.0,0.0004526935264825713,100.0
45,Novel1,0,0,[' A cry burst from Octavia '], A cry burst from Octavia ,Octavia,1,-0.4769690944327082,1.0,1.0,0.0,1.0,1.0,0.0,0.006337709370755998,100.0
46,Novel1,0,0,[' her upturned eyes '], her upturned eyes ,eyes,1,-0.4769690944327082,0.0,0.0,0.0,0.0,0.0,0.0,0.0036215482118605704,100.0
47,Novel1,0,1,"[' They ', ' they ']", They ,They,2,-0.35421280490287566,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
48,Novel1,0,1,[' Jack '], Jack ,Jack,1,-0.4769690944327082,0.0,1.0,0.0,0.0,0.0,0.0,0.0022634676324128564,100.0
49,Novel1,0,1,"["" Jack -- Jack ! '' ""]", Jack -- Jack ! '' ,'',1,-0.4769690944327082,0.0,0.0,0.0,0.0,0.0,0.0,0.06292440018107741,100.0
50,Novel1,0,0,[' Rubens '], Rubens ,Rubens,1,-0.4769690944327082,0.0,1.0,1.0,0.0,0.0,0.0,0.0004526935264825713,100.0
51,Novel1,0,1,"[' a tall , bronzed young man ']"," a tall , bronzed young man ",man,1,-0.4769690944327082,0.0,0.0,1.0,1.0,0.0,1.0,0.001358080579447714,100.0
52,Novel1,0,0,"[' her hat -- a large white Rubens , all soft , curling feathers and satin bows -- a charming tip over her eyes ']"," her hat -- a large white Rubens , all soft , curling feathers and satin bows -- a charming tip over her eyes ",eyes,1,-0.4769690944327082,0.0,0.0,0.0,0.0,0.0,0.0,0.0036215482118605704,100.0
53,Novel1,0,0,"[' a large white Rubens , all soft , curling feathers and satin bows -- a charming tip over her eyes ']"," a large white Rubens , all soft , curling feathers and satin bows -- a charming tip over her eyes ",eyes,1,-0.4769690944327082,0.0,0.0,0.0,0.0,0.0,0.0,0.0036215482118605704,100.0
54,Novel1,0,0,[' a large white Rubens '], a large white Rubens ,Rubens,1,-0.4769690944327082,0.0,1.0,1.0,0.0,0.0,0.0,0.0004526935264825713,100.0
55,Novel1,0,1,"[' Mr. Martin Bassett , who was big and sunburned , and prosperous-looking ']"," Mr. Martin Bassett , who was big and sunburned , and prosperous-looking ",prosperous-looking,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0004526935264825713,100.0
56,Novel1,0,0,[' a charming tip over her eyes '], a charming tip over her eyes ,eyes,1,-0.4769690944327082,0.0,0.0,0.0,0.0,0.0,0.0,0.0036215482118605704,100.0
57,Novel1,0,1,[' `` M -- M -- Martin '], `` M -- M -- Martin ,Martin,1,-0.4769690944327082,1.0,1.0,1.0,0.0,1.0,0.0,0.002716161158895428,100.0
58,Novel1,0,1,[' M -- Martin '], M -- Martin ,Martin,1,-0.4769690944327082,1.0,1.0,1.0,0.0,1.0,0.0,0.002716161158895428,100.0
59,Novel1,0,0,"[' what ', ' what ']", what ,what,2,-0.35421280490287566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
60,Novel1,0,1,"[' you ', ' He ', ' He ', ' I ']", you ,you,4,-0.10870022584321053,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
61,Novel1,1,1,"[' Jack Belasys ', ' he ', ' the finest fellow in the West ', ' him ', ' Jack Belasys ', ' Jack Belasys ', ' a singularly handsome fellow ', ' he ', ' himself ', ' he ', ' Mrs. Belasys ', ' Belasys ']", Jack Belasys ,Belasys,12,0.87335009039545,0.0,1.0,0.0,1.0,0.0,0.0,0.0018107741059302852,100.0
62,Novel1,0,1,"[' You ', ' he ']", You ,You,2,-0.35421280490287566,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
63,Novel1,0,0,"["" Mr. Bassett ; `` for he 's going to marry her before we go abroad ""]", Mr. Bassett ; `` for he 's going to marry her before we go abroad ,abroad,1,-0.4769690944327082,0.0,0.0,0.0,0.0,0.0,0.0,0.0004526935264825713,100.0
64,Novel1,0,1,"[' You ', ' That ']", You ,You,2,-0.35421280490287566,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
65,Novel1,0,1,[' we '], we ,we,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
66,Novel1,0,1,"[' she ', ' me ', ' she ', ' `` I ', ' I expected to ask it myself ']", she ,she,5,0.01405606368662203,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
67,Novel1,0,1,"[' you ', ' He ', ' he ', ' he ', ' I ', ' I ', ' he ', ' myself ', ' I ', ' I ', ' I ', ' me ', ' He ', ' He ', ' he ', ' his ', ' You ', ' you ']", you ,you,18,1.6098878275744453,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
68,Novel1,0,1,"[' you ', ' you ', ' you ', ' her ', ' she ', ' herself ', ' she ', ' Her ', ' me ', ' she ', ' her ']", you ,you,11,0.7505938008656173,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
69,Novel1,1,1,"[' That gentleman ', ' I ', ' he ', ' I ', ' I ', ' you allude ', ' him ', ' He ', ' him ', ' he ', ' he ']", That gentleman ,gentleman,11,0.7505938008656173,0.0,0.0,1.0,1.0,0.0,1.0,0.0004526935264825713,100.0
70,Novel1,0,0,[' Glad '], Glad ,Glad,1,-0.4769690944327082,0.0,0.0,0.0,1.0,0.0,0.0,0.0009053870529651426,100.0
71,Novel1,0,0,[' a long talk with him '], a long talk with him ,him,1,-0.4769690944327082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
72,Novel1,0,1,[' you '], you ,you,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
73,Novel1,0,0,"[' Suits me ', ' it suits ']", Suits me ,me,2,-0.35421280490287566,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
74,Novel1,0,1,"[' her ', ' she ']", her ,her,2,-0.35421280490287566,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
75,Novel1,0,1,"[' you ', ' he ', ' He ', ' I ', ' he ', ' I ', ' my ', ' He ', ' himself ', ' I ', ' my ', ' myself ', ' he ', ' I ', ' I ', ' my ']", you ,you,16,1.36437524851478,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
76,Novel1,0,0,[' some haw-haw fellow '], some haw-haw fellow ,fellow,1,-0.4769690944327082,0.0,0.0,1.0,0.0,0.0,1.0,0.001358080579447714,100.0
77,Novel1,0,0,"[' obstacles in the way of my ', ' the obstacles ', ' the obstacles ', ' the obstacles ']", obstacles in the way of my ,my,4,-0.10870022584321053,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
78,Novel1,0,0,[' my mode of expressing myself '], my mode of expressing myself ,myself,1,-0.4769690944327082,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
79,Novel1,0,1,[' your '], your ,your,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
80,Novel1,0,1,"[' you ', ' she ', ' she ', ' her ', ' she ', ' I ', ' me ', ' me ', ' me ']", you ,you,9,0.5050812218059523,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
81,Novel1,0,1,[' you '], you ,you,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
82,Novel1,0,1,"[' George ', ' he ', ' I ', ' me ']", George ,George,4,-0.10870022584321053,0.0,1.0,1.0,0.0,0.0,0.0,0.0004526935264825713,100.0
83,Novel1,0,0,"[' chaps like that ', ' they ']", chaps like that ,that,2,-0.35421280490287566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
84,Novel1,0,1,"[' she ', ' she ']", she ,she,2,-0.35421280490287566,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
85,Novel1,0,1,[' him '], him ,him,1,-0.4769690944327082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
86,Novel1,1,1,"[' Oldclough ', ' her ', ' her ', ' She ', ' her ', ' her ', ' I ', ' she ', ' I ', ' I ', ' my ', ' my ', ' My ', ' me ', ' she ', ' her ', ' I ', ' I ', ' you ']", Oldclough ,Oldclough,19,1.7326441171042777,0.0,1.0,0.0,0.0,0.0,0.0,0.0004526935264825713,100.0
87,Novel1,0,0,[' the consolation of knowing that you must have been very much in love with me '], the consolation of knowing that you must have been very much in love with me ,me,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
88,Novel1,0,1,"[' you ', ' you ', ' you ', ' you ', ' You ', ' I ', ' he ', ' his ', ' his ', ' I ', ' myself ', ' I ', ' I ', ' you ', ' you ', ' him ', ' him ', ' he ', ' He ', ' me ', ' he ', ' he ', ' his ', ' you ']", you ,you,24,2.3464255647534404,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
89,Novel1,0,0,[' her ladyship '], her ladyship ,ladyship,1,-0.4769690944327082,1.0,0.0,0.0,1.0,0.0,0.0,0.0004526935264825713,100.0
90,Novel1,0,1,"[' you ', ' you ', ' me ', ' she ', ' her ', ' her ', ' hers ', ' she ', ' I ', ' she ', ' I ', ' She ', ' I ', ' she ', ' I ', ' I ', ' I ', ' I ', ' I ', ' her ']", you ,you,20,1.8554004066341103,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
91,Novel1,0,0,"["" my impressions of Mr. Dugald Binnie 's tastes ""]", my impressions of Mr. Dugald Binnie 's tastes ,tastes,1,-0.4769690944327082,0.0,0.0,0.0,1.0,0.0,0.0,0.0004526935264825713,100.0
92,Novel1,0,0,"["" Mr. Dugald Binnie 's tastes ""]", Mr. Dugald Binnie 's tastes ,tastes,1,-0.4769690944327082,0.0,0.0,0.0,1.0,0.0,0.0,0.0004526935264825713,100.0
93,Novel1,0,1,"[' you ', ' You ', ' you ']", you ,you,3,-0.2314565153730431,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
94,Novel1,0,0,"[' The delicate touch of spirit in her tone and words ', ' It ']", The delicate touch of spirit in her tone and words ,words,2,-0.35421280490287566,0.0,0.0,0.0,1.0,0.0,0.0,0.0009053870529651426,100.0
95,Novel1,0,0,[' spirit in her tone and words '], spirit in her tone and words ,words,1,-0.4769690944327082,0.0,0.0,0.0,1.0,0.0,0.0,0.0009053870529651426,100.0
96,Novel1,0,0,"["" Lucia 's eyes ""]", Lucia 's eyes ,eyes,1,-0.4769690944327082,0.0,0.0,0.0,0.0,0.0,0.0,0.0036215482118605704,100.0
97,Novel1,0,0,[' her tone and words '], her tone and words ,words,1,-0.4769690944327082,0.0,0.0,0.0,1.0,0.0,0.0,0.0009053870529651426,100.0
98,Novel1,0,1,"[' you ', ' my ', ' my ']", you ,you,3,-0.2314565153730431,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
99,Novel1,0,1,"[' I ', ' my ', ' my lady ', ' her ', ' you ', ' she ', ' my lady , `` that you will be more candid with Mr. Burmistone ', ' my lady ', ' she ']", I ,I,9,0.5050812218059523,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
100,Novel1,0,1,"[' you ', ' My ', ' he ', ' I ']", you ,you,4,-0.10870022584321053,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
101,Novel1,0,0,"[' My affection ', ' strong enough to sweep them ']", My affection ,affection,2,-0.35421280490287566,1.0,0.0,0.0,1.0,0.0,0.0,0.0004526935264825713,100.0
102,Novel1,0,1,"[' them ', ' them ', ' them ', ' their ', ' they ', ' them ', ' them ']", them ,them,7,0.25956864274628716,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
103,Novel1,0,1,[' you '], you ,you,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
104,Novel1,0,1,"[' you ', ' you ', ' us ']", you ,you,3,-0.2314565153730431,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
105,Novel1,0,1,[' St. James '], St. James ,James,1,-0.4769690944327082,1.0,0.0,1.0,1.0,1.0,0.0,0.0004526935264825713,100.0
106,Novel1,0,0,"[' the Rev. Alfred Poppleton who assisted the rector of St. James to marry Jack Belasys and Octavia Bassett ', ' he ', ' his ', ' the Rev. Alfred Poppleton ', ' the last man who shook hands with her ', ' He ', ' his ', ' him ']", the Rev. Alfred Poppleton who assisted the rector of St. James to marry Jack Belasys and Octavia Bassett ,Bassett,8,0.3823249322761197,0.0,1.0,0.0,1.0,0.0,0.0,0.002716161158895428,100.0
107,Novel1,0,0,[' the rector of St. James '], the rector of St. James ,James,1,-0.4769690944327082,1.0,0.0,1.0,1.0,1.0,0.0,0.0004526935264825713,100.0
108,Novel1,0,1,[' Jack Belasys and Octavia Bassett '], Jack Belasys and Octavia Bassett ,Bassett,1,-0.4769690944327082,0.0,1.0,0.0,1.0,0.0,0.0,0.002716161158895428,100.0
109,Novel1,0,0,"[' Slowbridge ', ' Slowbridge ', ' you , Miss -- Mrs. Belasys ', ' he ', ' `` I ', ' I ', ' I ', ' I ', ' he ', ' his ']", Slowbridge ,Slowbridge,10,0.6278375113357848,1.0,1.0,0.0,1.0,1.0,0.0,0.0009053870529651426,100.0
110,Novel1,0,1,"[' me ', ' my ', ' he ', ' himself ', ' I ', ' a fool to speak as I did ', ' I ', ' my ']", me ,me,8,0.3823249322761197,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
111,Novel1,0,0,[' such a bride '], such a bride ,bride,1,-0.4769690944327082,1.0,0.0,1.0,0.0,0.0,1.0,0.0004526935264825713,100.0
112,Novel1,0,1,"[' you ', ' you ', ' She ']", you ,you,3,-0.2314565153730431,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
113,Novel1,0,1,"[' You ', ' you ', ' you ', ' he ']", You ,You,4,-0.10870022584321053,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
114,Novel1,0,0,"[' the train ', ' the train ']", the train ,train,2,-0.35421280490287566,1.0,0.0,0.0,0.0,0.0,0.0,0.0009053870529651426,100.0
115,Novel1,0,0,"[' Now -- I wish you ', ' it ']", Now -- I wish you ,you,2,-0.35421280490287566,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
116,Novel1,0,0,"[' her father and husband , and Miss Belinda , whose bonnet-strings were bedewed with tears ']"," her father and husband , and Miss Belinda , whose bonnet-strings were bedewed with tears ",tears,1,-0.4769690944327082,0.0,0.0,0.0,1.0,0.0,0.0,0.0009053870529651426,100.0
117,Novel1,0,1,"[' her father and husband , and Miss Belinda ']"," her father and husband , and Miss Belinda ",Belinda,1,-0.4769690944327082,1.0,1.0,0.0,1.0,0.0,0.0,0.006337709370755998,100.0
118,Novel1,0,1,[' you '], you ,you,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
119,Novel1,0,1,[' her father and husband '], her father and husband ,husband,1,-0.4769690944327082,1.0,0.0,1.0,1.0,1.0,1.0,0.0004526935264825713,100.0
120,Novel1,0,1,"[' You ', ' You ', ' You ', ' you ', ' you ', ' me ', ' he ']", You ,You,7,0.25956864274628716,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
121,Novel1,0,1,"[' you ', ' he ', ' his ']", you ,you,3,-0.2314565153730431,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
122,Novel1,0,1,"[' you ', ' Miss ']", you ,you,2,-0.35421280490287566,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
123,Novel1,0,1,"[' You ', ' you ', ' your ', ' me ', ' he ', ' me ', ' I ']", You ,You,7,0.25956864274628716,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
124,Novel1,0,1,"[' you ', ' Perhaps we ']", you ,you,2,-0.35421280490287566,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
125,Novel1,0,1,"[' You ', ' your ', ' she ', ' I ', ' I ', ' I ', ' I ', ' I ']", You ,You,8,0.3823249322761197,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
126,Novel1,0,1,"[' you ', ' you ', ' you ', ' you ', ' He ', ' his ', ' me ']", you ,you,7,0.25956864274628716,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
127,Novel1,0,0,[' them '], them ,them,1,-0.4769690944327082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
128,Novel1,0,0,"[' this mean that you refuse me ', ' that ', ' It ']", this mean that you refuse me ,me,3,-0.2314565153730431,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
129,Novel1,0,1,"[' you ', ' he ', ' He ']", you ,you,3,-0.2314565153730431,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
130,Novel1,0,1,"[' your ', ' She ', ' her ', ' she ', ' my ', ' she ', ' she ', ' She ', ' she ', ' she ', ' she ', ' I ', ' I ', ' I ']", your ,your,14,1.118862669455115,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
131,Novel2,0,1,[' the children and their father '], the children and their father ,father,1,-0.40015619796389473,1.0,0.0,1.0,1.0,1.0,1.0,0.0016963528413910093,100.0
